,time,size,direction
211,2.1653144359588623,158.0,1.0
212,2.16717529296875,40.0,-1.0
213,2.178483009338379,158.0,1.0
214,2.1976332664489746,158.0,1.0
215,2.211810350418091,158.0,1.0
216,2.2183570861816406,40.0,-1.0
217,2.2393834590911865,158.0,1.0
218,2.251863956451416,40.0,-1.0
219,2.2721405029296875,158.0,1.0
220,2.2748146057128906,158.0,1.0
221,2.2889158725738525,158.0,1.0
222,2.31186842918396,40.0,-1.0
223,2.323070526123047,158.0,1.0
224,2.3287830352783203,40.0,-1.0
225,2.3515982627868652,158.0,1.0
226,2.3518567085266113,158.0,1.0
227,2.3723299503326416,158.0,1.0
228,2.391477346420288,40.0,-1.0
229,2.401371479034424,158.0,1.0
230,2.4119951725006104,40.0,-1.0
231,2.431504964828491,158.0,1.0
232,2.4355573654174805,158.0,1.0
233,2.450234889984131,158.0,1.0
234,2.47175931930542,40.0,-1.0
235,2.485146999359131,158.0,1.0
236,2.4926466941833496,40.0,-1.0
237,2.513011932373047,158.0,1.0
238,2.5160653591156006,158.0,1.0
239,2.534353494644165,158.0,1.0
240,2.5527753829956055,40.0,-1.0
241,2.5621066093444824,158.0,1.0
242,2.574244976043701,40.0,-1.0
243,2.5765886306762695,158.0,1.0
244,2.6028025150299072,158.0,1.0
245,2.6100919246673584,158.0,1.0
246,2.616457223892212,40.0,-1.0
247,2.647803783416748,158.0,1.0
248,2.6491339206695557,40.0,-1.0
249,2.6596343517303467,158.0,1.0
250,2.6736202239990234,158.0,1.0
251,2.6880502700805664,158.0,1.0
252,2.700881242752075,40.0,-1.0
253,2.722374677658081,158.0,1.0
254,2.727895975112915,40.0,-1.0
255,2.736577033996582,158.0,1.0
256,2.7618508338928223,158.0,1.0
257,2.7719905376434326,158.0,1.0
258,2.776869297027588,40.0,-1.0
259,2.8065426349639893,158.0,1.0
260,2.812809944152832,40.0,-1.0
261,2.8316915035247803,158.0,1.0
262,2.835294008255005,158.0,1.0
263,2.8492624759674072,158.0,1.0
264,2.8712005615234375,40.0,-1.0
265,2.8826355934143066,158.0,1.0
266,2.8887882232666016,40.0,-1.0
267,2.8968918323516846,158.0,1.0
268,2.917534589767456,158.0,1.0
269,2.9314911365509033,158.0,1.0
270,2.9366273880004883,40.0,-1.0
271,2.959338426589966,158.0,1.0
272,2.970951795578003,40.0,-1.0
273,2.992443323135376,158.0,1.0
274,2.9988911151885986,158.0,1.0
275,3.0121262073516846,158.0,1.0
276,3.031877040863037,40.0,-1.0
277,3.0441715717315674,158.0,1.0
278,3.0591466426849365,158.0,1.0
279,3.0597856044769287,40.0,-1.0
280,3.0772974491119385,158.0,1.0
281,3.0922887325286865,158.0,1.0
282,3.100128173828125,40.0,-1.0
283,3.120676279067993,158.0,1.0
284,3.132204294204712,40.0,-1.0
285,3.1534125804901123,158.0,1.0
286,3.155561685562134,158.0,1.0
287,3.172487497329712,158.0,1.0
288,3.1931684017181396,40.0,-1.0
289,3.204768657684326,158.0,1.0
290,3.212009906768799,40.0,-1.0
291,3.304253339767456,40.0,-1.0
292,3.3045599460601807,158.0,1.0
293,3.305018901824951,158.0,1.0
294,3.3052055835723877,158.0,1.0
295,3.305295705795288,158.0,1.0
296,3.3053841590881348,158.0,1.0
297,3.31614089012146,158.0,1.0
298,3.3301844596862793,158.0,1.0
299,3.3436691761016846,40.0,-1.0
300,3.3508291244506836,40.0,-1.0
301,3.3560328483581543,40.0,-1.0
302,3.3691470623016357,40.0,-1.0
303,3.4385032653808594,158.0,1.0
304,3.4389352798461914,394.0,1.0
305,3.44206166267395,158.0,1.0
306,3.456261157989502,158.0,1.0
307,3.4785008430480957,158.0,1.0
308,3.4791877269744873,40.0,-1.0
309,3.483071804046631,40.0,-1.0
310,3.494464635848999,158.0,1.0
311,3.4961814880371094,40.0,-1.0
312,3.5185413360595703,40.0,-1.0
313,3.5341174602508545,40.0,-1.0
314,3.5362496376037598,158.0,1.0
315,3.5552523136138916,158.0,1.0
316,3.5714597702026367,276.0,1.0
317,3.5763492584228516,40.0,-1.0
318,3.5951781272888184,40.0,-1.0
319,3.603628158569336,158.0,1.0
320,3.611292600631714,40.0,-1.0
321,3.631594657897949,158.0,1.0
322,3.6317272186279297,158.0,1.0
323,3.643918991088867,40.0,-1.0
324,3.653139114379883,158.0,1.0
325,3.671825885772705,40.0,-1.0
326,3.688617467880249,158.0,1.0
327,3.6969473361968994,40.0,-1.0
328,3.7143025398254395,158.0,1.0
329,3.732901096343994,40.0,-1.0
330,3.7505714893341064,158.0,1.0
331,3.7508537769317627,158.0,1.0
332,3.7587807178497314,40.0,-1.0
333,3.7622809410095215,158.0,1.0
334,3.7772793769836426,158.0,1.0
335,3.79304838180542,40.0,-1.0
336,3.807610511779785,40.0,-1.0
337,3.817241668701172,158.0,1.0
338,3.8208534717559814,40.0,-1.0
339,3.8595476150512695,40.0,-1.0
340,3.8734660148620605,420.0,-1.0
341,3.8876357078552246,158.0,1.0
342,3.8883285522460938,158.0,1.0
343,3.888631820678711,158.0,1.0
344,3.8891491889953613,707.0,-1.0
345,3.8892710208892822,158.0,1.0
346,3.8894402980804443,158.0,1.0
347,3.8985135555267334,122.0,1.0
348,3.8991477489471436,78.0,1.0
349,3.9024736881256104,60.0,1.0
350,3.9331581592559814,40.0,-1.0
351,3.942885398864746,40.0,-1.0
352,3.9468765258789062,52.0,-1.0
353,3.959965467453003,40.0,1.0
354,3.960435152053833,298.0,1.0
355,4.004144191741943,40.0,-1.0
356,4.005671501159668,40.0,-1.0
357,4.005963563919067,177.0,-1.0
358,4.0087926387786865,40.0,1.0
359,4.009204387664795,91.0,1.0
360,4.0985329151153564,40.0,-1.0
361,4.11713719367981,797.0,1.0
362,4.160805940628052,40.0,-1.0
363,4.1711204051971436,405.0,-1.0
364,4.175516128540039,71.0,1.0
365,4.175808906555176,40.0,1.0
366,4.220778226852417,40.0,-1.0
367,4.2251341342926025,40.0,1.0
368,4.435783863067627,271.0,1.0
369,4.436214923858643,1500.0,1.0
370,4.4362571239471436,1500.0,1.0
371,4.4362757205963135,1055.0,1.0
372,4.43631386756897,78.0,1.0
373,4.48667049407959,40.0,-1.0
374,4.486675024032593,40.0,-1.0
375,4.544473886489868,40.0,-1.0
376,4.586103916168213,132.0,-1.0
377,4.586107969284058,78.0,-1.0
378,4.5939507484436035,40.0,1.0
379,4.6775031089782715,1500.0,-1.0
380,4.677767038345337,1500.0,-1.0
381,4.677971839904785,1500.0,-1.0
382,4.678153038024902,1500.0,-1.0
383,4.6782708168029785,1500.0,-1.0
384,4.678393125534058,1500.0,-1.0
385,4.678517580032349,1500.0,-1.0
386,4.678641080856323,1500.0,-1.0
387,4.678865909576416,1500.0,-1.0
388,4.679204225540161,1500.0,-1.0
389,4.7098002433776855,40.0,1.0
390,4.713504314422607,40.0,1.0
391,4.713903188705444,40.0,1.0
392,4.714045763015747,40.0,1.0
393,4.714199066162109,40.0,1.0
394,4.750166893005371,1500.0,-1.0
395,4.750417947769165,1500.0,-1.0
396,4.75492262840271,1500.0,-1.0
397,4.7552430629730225,1500.0,-1.0
398,4.755435943603516,1500.0,-1.0
399,4.7555530071258545,1500.0,-1.0
400,4.755674839019775,1500.0,-1.0
401,4.755805492401123,1500.0,-1.0
402,4.755920648574829,1500.0,-1.0
403,4.756052017211914,1500.0,-1.0
404,4.756167411804199,1500.0,-1.0
405,4.756299018859863,1500.0,-1.0
406,4.756500482559204,1500.0,-1.0
407,4.756864786148071,40.0,1.0
408,4.757658958435059,40.0,1.0
409,4.7585015296936035,40.0,1.0
410,4.75936222076416,40.0,1.0
411,4.7602856159210205,40.0,1.0
412,4.761160612106323,40.0,1.0
413,4.7724902629852295,60.0,1.0
414,4.7935333251953125,40.0,1.0
415,4.796823263168335,1500.0,-1.0
416,4.7971813678741455,1500.0,-1.0
417,4.798720359802246,40.0,1.0
418,4.802307605743408,1500.0,-1.0
419,4.802605152130127,1500.0,-1.0
420,4.802809000015259,1500.0,-1.0
421,4.802955865859985,1500.0,-1.0
422,4.8031535148620605,1500.0,-1.0
423,4.803427696228027,1500.0,-1.0
424,4.803548574447632,1500.0,-1.0
425,4.80376124382019,1500.0,-1.0
426,4.80401086807251,1500.0,-1.0
427,4.804205417633057,1500.0,-1.0
428,4.808556795120239,52.0,-1.0
429,4.819615125656128,40.0,1.0
430,4.819998264312744,40.0,1.0
431,4.820079803466797,40.0,1.0
432,4.8201563358306885,40.0,1.0
433,4.82023286819458,40.0,1.0
434,4.8203089237213135,40.0,1.0
435,4.820385932922363,82.0,1.0
436,4.820455551147461,40.0,1.0
437,4.831655502319336,298.0,1.0
438,4.834217309951782,1500.0,-1.0
439,4.835752964019775,40.0,1.0
440,4.8397088050842285,1500.0,-1.0
441,4.840010643005371,1500.0,-1.0
442,4.846597194671631,40.0,1.0
443,4.859445095062256,781.0,-1.0
444,4.863138675689697,40.0,-1.0
445,4.8642964363098145,40.0,-1.0
446,4.869508743286133,40.0,-1.0
447,4.869510173797607,177.0,-1.0
448,4.870912790298462,40.0,1.0
449,4.872888088226318,91.0,1.0
450,4.893596172332764,40.0,1.0
451,4.953355073928833,40.0,-1.0
452,4.956867933273315,272.0,1.0
453,4.95704460144043,176.0,1.0
454,4.957218647003174,1500.0,1.0
455,4.957465887069702,1500.0,1.0
456,4.957818269729614,842.0,1.0
457,4.957945823669434,160.0,1.0
458,4.959821462631226,770.0,1.0
459,4.996978759765625,40.0,-1.0
460,4.996981143951416,40.0,-1.0
461,5.000651597976685,274.0,1.0
462,5.001279830932617,176.0,1.0
463,5.001512050628662,40.0,-1.0
464,5.00241494178772,1500.0,1.0
465,5.002957105636597,1500.0,1.0
466,5.004866123199463,40.0,-1.0
467,5.004867315292358,40.0,-1.0
468,5.0070648193359375,958.0,1.0
469,5.00932765007019,405.0,-1.0
470,5.015105247497559,71.0,1.0
471,5.015249252319336,40.0,1.0
472,5.0409770011901855,40.0,-1.0
473,5.040980815887451,40.0,-1.0
474,5.046809196472168,40.0,-1.0
475,5.046810626983643,40.0,-1.0
476,5.051369905471802,40.0,-1.0
477,5.053710222244263,40.0,-1.0
478,5.055103540420532,40.0,1.0
479,5.100318431854248,132.0,-1.0
480,5.100321531295776,78.0,-1.0
481,5.104200124740601,40.0,1.0
482,5.106426000595093,40.0,1.0
483,5.118614673614502,132.0,-1.0
484,5.118616342544556,78.0,-1.0
485,5.120143413543701,40.0,1.0
486,5.122642517089844,40.0,1.0
487,5.220435380935669,461.0,-1.0
488,5.261198997497559,132.0,-1.0
489,5.261203050613403,78.0,-1.0
490,5.320146799087524,40.0,1.0
491,5.320332050323486,40.0,1.0
492,5.323294639587402,60.0,1.0
493,5.365371227264404,52.0,-1.0
494,5.370111465454102,40.0,1.0
495,5.37180495262146,298.0,1.0
496,5.413758277893066,40.0,-1.0
497,5.416923761367798,40.0,-1.0
498,5.417423486709595,177.0,-1.0
499,5.419071912765503,40.0,1.0
500,5.419516086578369,91.0,1.0
501,5.50588059425354,40.0,-1.0
502,5.511450290679932,782.0,1.0
503,5.5531511306762695,40.0,-1.0
504,5.559476375579834,405.0,-1.0
505,5.561577796936035,71.0,1.0
506,5.561773300170898,40.0,1.0
507,5.603381872177124,40.0,-1.0
508,5.608020782470703,40.0,1.0
