,time,size,src,dst,protocol
451,1541358731.1363094,40,52.94.227.146,192.168.86.40,6
452,1541358731.1360073,158,192.168.86.40,52.94.227.146,6
453,1541358731.1357064,158,192.168.86.40,52.94.227.146,6
454,1541358731.1353977,158,192.168.86.40,52.94.227.146,6
455,1541358731.1351013,158,192.168.86.40,52.94.227.146,6
456,1541358731.1348276,40,52.94.227.146,192.168.86.40,6
457,1541358731.134554,40,52.94.227.146,192.168.86.40,6
458,1541358731.1342795,40,52.94.227.146,192.168.86.40,6
459,1541358731.1339977,40,192.168.86.40,54.239.29.0,6
460,1541358731.1337237,40,54.239.29.0,192.168.86.40,6
461,1541358731.1334436,40,52.94.227.146,192.168.86.40,6
462,1541358731.1331458,158,192.168.86.40,52.94.227.146,6
463,1541358731.1328208,158,192.168.86.40,52.94.227.146,6
464,1541358731.1325102,158,192.168.86.40,52.94.227.146,6
465,1541358731.1322396,40,192.168.86.40,54.239.29.0,6
466,1541358731.1319137,71,192.168.86.40,54.239.29.0,6
467,1541358731.131596,40,192.168.86.40,52.94.227.146,6
468,1541358731.1312852,158,192.168.86.40,52.94.227.146,6
469,1541358731.1309702,405,54.239.29.0,192.168.86.40,6
470,1541358731.1306834,40,52.94.227.146,192.168.86.40,6
471,1541358731.130395,40,54.239.29.0,192.168.86.40,6
472,1541358731.130091,40,52.94.227.146,192.168.86.40,6
473,1541358731.1297765,78,52.94.227.146,192.168.86.40,6
474,1541358731.1294699,132,52.94.227.146,192.168.86.40,6
475,1541358731.129161,158,192.168.86.40,52.94.227.146,6
476,1541358731.1288364,751,192.168.86.40,54.239.29.0,6
477,1541358731.1285193,158,192.168.86.40,52.94.227.146,6
478,1541358731.1282034,158,192.168.86.40,52.94.227.146,6
479,1541358731.1278598,158,192.168.86.40,52.94.227.146,6
480,1541358731.12747,40,54.239.29.0,192.168.86.40,6
481,1541358731.127178,40,52.94.227.146,192.168.86.40,6
482,1541358731.1268988,40,52.94.227.146,192.168.86.40,6
483,1541358731.126614,40,52.94.227.146,192.168.86.40,6
484,1541358731.1262195,158,192.168.86.40,52.94.227.146,6
485,1541358731.12593,40,52.94.227.146,192.168.86.40,6
486,1541358731.125622,158,192.168.86.40,52.94.227.146,6
487,1541358731.125269,40,52.94.227.146,192.168.86.40,6
488,1541358731.1248865,40,52.94.227.146,192.168.86.40,6
489,1541358731.124526,40,52.94.227.146,192.168.86.40,6
490,1541358731.1241577,91,192.168.86.40,54.239.29.0,6
491,1541358731.1238537,40,192.168.86.40,54.239.29.0,6
492,1541358731.1235335,158,192.168.86.40,52.94.227.146,6
493,1541358731.1232357,158,192.168.86.40,52.94.227.146,6
494,1541358731.1229317,238,192.168.86.40,52.94.227.146,6
495,1541358731.1226315,177,54.239.29.0,192.168.86.40,6
496,1541358731.1223598,40,54.239.29.0,192.168.86.40,6
497,1541358731.1220827,40,54.239.29.0,192.168.86.40,6
498,1541358731.121802,40,52.94.227.146,192.168.86.40,6
499,1541358731.1215205,40,52.94.227.146,192.168.86.40,6
500,1541358731.1211772,1500,192.168.86.40,52.94.227.146,6
501,1541358731.1207995,1500,192.168.86.40,52.94.227.146,6
502,1541358731.120486,1500,192.168.86.40,52.94.227.146,6
503,1541358731.1202004,40,52.94.227.146,192.168.86.40,6
504,1541358731.1198957,1500,192.168.86.40,52.94.227.146,6
505,1541358731.1195664,40,52.94.227.146,192.168.86.40,6
506,1541358731.1192663,298,192.168.86.40,54.239.29.0,6
507,1541358731.1190097,40,192.168.86.40,54.239.29.0,6
508,1541358731.1187077,52,54.239.29.0,192.168.86.40,6
509,1541358731.1183822,259,192.168.86.40,52.94.227.146,6
510,1541358731.1180615,1500,192.168.86.40,52.94.227.146,6
511,1541358731.1177702,40,52.94.227.146,192.168.86.40,6
512,1541358731.1174529,1500,192.168.86.40,52.94.227.146,6
513,1541358731.1171298,1500,192.168.86.40,52.94.227.146,6
514,1541358731.1168268,40,52.94.227.146,192.168.86.40,6
515,1541358731.116534,40,52.94.227.146,192.168.86.40,6
516,1541358731.116214,1500,192.168.86.40,52.94.227.146,6
517,1541358731.11591,40,52.94.227.146,192.168.86.40,6
518,1541358731.115604,60,192.168.86.40,54.239.29.0,6
519,1541358731.1146576,166,192.168.86.40,52.94.227.146,6
520,1541358731.1143453,118,192.168.86.40,52.94.227.146,6
521,1541358731.114038,1136,192.168.86.40,52.94.227.146,6
522,1541358731.1136792,1500,192.168.86.40,52.94.227.146,6
523,1541358731.1133442,1500,192.168.86.40,52.94.227.146,6
524,1541358731.11304,176,192.168.86.40,52.94.227.146,6
525,1541358731.1127331,272,192.168.86.40,52.94.227.146,6
526,1541358731.112453,40,52.94.227.146,192.168.86.40,6
527,1541358731.1121588,86,192.168.86.40,52.94.227.146,6
528,1541358731.1119082,40,192.168.86.40,52.94.227.146,6
529,1541358731.1116,86,52.94.227.146,192.168.86.40,6
530,1541358731.111352,40,192.168.86.40,52.94.227.146,6
531,1541358731.1110694,40,192.168.86.40,52.94.227.146,6
532,1541358731.110766,78,52.94.227.146,192.168.86.40,6
533,1541358731.1104507,132,52.94.227.146,192.168.86.40,6
534,1541358731.1101687,40,52.94.227.146,192.168.86.40,6
535,1541358731.1098611,78,192.168.86.40,52.94.227.146,6
536,1541358731.1094964,1053,192.168.86.40,52.94.227.146,6
537,1541358731.1091893,1500,192.168.86.40,52.94.227.146,6
538,1541358731.108875,1500,192.168.86.40,52.94.227.146,6
539,1541358731.108514,273,192.168.86.40,52.94.227.146,6
540,1541358731.108252,40,192.168.86.40,52.94.227.146,6
541,1541358731.1079803,40,192.168.86.40,52.94.227.146,6
542,1541358731.1076567,78,52.94.227.146,192.168.86.40,6
543,1541358731.1073518,133,52.94.227.146,192.168.86.40,6
544,1541358731.107074,40,192.168.86.40,52.94.227.146,6
545,1541358731.1068225,40,192.168.86.40,52.94.227.146,6
546,1541358731.1065257,78,52.94.227.146,192.168.86.40,6
547,1541358731.106216,134,52.94.227.146,192.168.86.40,6
548,1541358731.1059043,40,192.168.86.40,52.94.227.146,6
549,1541358731.1055887,82,52.94.227.146,192.168.86.40,6
550,1541358731.1052916,40,52.94.227.146,192.168.86.40,6
551,1541358731.1049712,40,52.94.227.146,192.168.86.40,6
552,1541358731.1046479,960,192.168.86.40,52.94.227.146,6
553,1541358731.1043143,1500,192.168.86.40,52.94.227.146,6
554,1541358731.103957,40,52.94.227.146,192.168.86.40,6
555,1541358731.1036646,40,52.94.227.146,192.168.86.40,6
556,1541358731.103348,1500,192.168.86.40,52.94.227.146,6
557,1541358731.1030207,176,192.168.86.40,52.94.227.146,6
558,1541358731.102685,281,192.168.86.40,52.94.227.146,6
559,1541358731.1023297,1096,192.168.86.40,52.94.227.146,6
560,1541358731.1020124,1500,192.168.86.40,52.94.227.146,6
561,1541358731.101685,1500,192.168.86.40,52.94.227.146,6
562,1541358731.1013696,628,192.168.86.40,52.94.227.146,6
563,1541358731.1011062,40,192.168.86.40,54.239.29.0,6
564,1541358731.100812,40,54.239.29.0,192.168.86.40,6
565,1541358731.1005414,40,192.168.86.40,54.239.29.0,6
566,1541358731.1002285,71,192.168.86.40,54.239.29.0,6
567,1541358731.0999165,405,54.239.29.0,192.168.86.40,6
568,1541358731.0996265,40,54.239.29.0,192.168.86.40,6
569,1541358731.0993118,783,192.168.86.40,54.239.29.0,6
570,1541358731.0990126,40,54.239.29.0,192.168.86.40,6
571,1541358731.0986423,91,192.168.86.40,54.239.29.0,6
572,1541358731.0983849,40,192.168.86.40,54.239.29.0,6
573,1541358731.098076,177,54.239.29.0,192.168.86.40,6
574,1541358731.0977886,40,54.239.29.0,192.168.86.40,6
575,1541358731.0974996,40,54.239.29.0,192.168.86.40,6
576,1541358731.097185,298,192.168.86.40,54.239.29.0,6
577,1541358731.0969293,40,192.168.86.40,52.94.227.146,6
578,1541358731.096669,40,192.168.86.40,52.94.227.146,6
579,1541358731.0964131,40,192.168.86.40,54.239.29.0,6
580,1541358731.0961065,78,52.94.227.146,192.168.86.40,6
581,1541358731.0957966,132,52.94.227.146,192.168.86.40,6
582,1541358731.0955248,52,54.239.29.0,192.168.86.40,6
583,1541358731.0952501,60,192.168.86.40,54.239.29.0,6
584,1541358731.0949898,40,192.168.86.40,52.94.227.146,6
585,1541358731.0946763,461,52.94.227.146,192.168.86.40,6
586,1541358731.094409,40,192.168.86.40,52.94.227.146,6
587,1541358731.0941205,40,192.168.86.40,52.94.227.146,6
588,1541358731.0938053,78,52.94.227.146,192.168.86.40,6
589,1541358731.0934727,132,52.94.227.146,192.168.86.40,6
590,1541358731.0931563,40,192.168.86.40,52.94.227.146,6
591,1541358731.0928974,40,192.168.86.40,52.94.227.146,6
592,1541358731.0925868,78,52.94.227.146,192.168.86.40,6
593,1541358731.0922794,132,52.94.227.146,192.168.86.40,6
594,1541358731.0919697,78,52.94.227.146,192.168.86.40,6
595,1541358731.091656,132,52.94.227.146,192.168.86.40,6
596,1541358731.0913632,40,54.239.29.0,192.168.86.40,6
597,1541358731.091057,40,52.94.227.146,192.168.86.40,6
598,1541358731.0907664,40,52.94.227.146,192.168.86.40,6
599,1541358731.0905073,40,192.168.86.40,54.239.29.0,6
600,1541358731.0902216,40,54.239.29.0,192.168.86.40,6
601,1541358731.0899146,40,52.94.227.146,192.168.86.40,6
602,1541358731.0896037,40,52.94.227.146,192.168.86.40,6
603,1541358731.0893176,40,52.94.227.146,192.168.86.40,6
604,1541358731.0890322,40,52.94.227.146,192.168.86.40,6
605,1541358731.0887668,40,192.168.86.40,54.239.29.0,6
606,1541358731.088456,71,192.168.86.40,54.239.29.0,6
607,1541358731.0881433,78,192.168.86.40,52.94.227.146,6
608,1541358731.0877635,405,54.239.29.0,192.168.86.40,6
609,1541358731.087448,122,192.168.86.40,52.94.227.146,6
610,1541358731.0871282,836,192.168.86.40,52.94.227.146,6
611,1541358731.086797,1500,192.168.86.40,52.94.227.146,6
612,1541358731.086477,1500,192.168.86.40,52.94.227.146,6
613,1541358731.086174,40,54.239.29.0,192.168.86.40,6
614,1541358731.0858676,176,192.168.86.40,52.94.227.146,6
615,1541358731.0855465,270,192.168.86.40,52.94.227.146,6
616,1541358731.0852292,775,192.168.86.40,54.239.29.0,6
617,1541358731.0849388,40,54.239.29.0,192.168.86.40,6
618,1541358731.0846343,40,52.94.227.146,192.168.86.40,6
619,1541358731.084345,40,52.94.227.146,192.168.86.40,6
620,1541358731.0840285,1320,192.168.86.40,52.94.227.146,6
621,1541358731.0837312,40,52.94.227.146,192.168.86.40,6
622,1541358731.0834382,40,52.94.227.146,192.168.86.40,6
623,1541358731.083115,1500,192.168.86.40,52.94.227.146,6
624,1541358731.0827746,1500,192.168.86.40,52.94.227.146,6
625,1541358731.082399,40,52.94.227.146,192.168.86.40,6
626,1541358731.0820737,40,52.94.227.146,192.168.86.40,6
627,1541358731.0817842,40,52.94.227.146,192.168.86.40,6
628,1541358731.081493,40,52.94.227.146,192.168.86.40,6
629,1541358731.0811872,91,192.168.86.40,54.239.29.0,6
630,1541358731.0809176,40,192.168.86.40,54.239.29.0,6
631,1541358731.080588,78,192.168.86.40,52.94.227.146,6
632,1541358731.0802546,177,54.239.29.0,192.168.86.40,6
633,1541358731.0799406,40,54.239.29.0,192.168.86.40,6
634,1541358731.0796256,122,192.168.86.40,52.94.227.146,6
635,1541358731.079289,840,192.168.86.40,52.94.227.146,6
636,1541358731.078836,1500,192.168.86.40,52.94.227.146,6
637,1541358731.0781837,1500,192.168.86.40,52.94.227.146,6
638,1541358731.0776253,40,52.94.227.146,192.168.86.40,6
639,1541358731.0771499,40,54.239.29.0,192.168.86.40,6
640,1541358731.0767968,176,192.168.86.40,52.94.227.146,6
641,1541358731.07649,271,192.168.86.40,52.94.227.146,6
642,1541358731.0761328,298,192.168.86.40,54.239.29.0,6
643,1541358731.0758798,40,192.168.86.40,54.239.29.0,6
644,1541358731.075617,52,54.239.29.0,192.168.86.40,6
645,1541358731.0753157,60,192.168.86.40,54.239.29.0,6
646,1541358731.0750208,82,192.168.86.40,52.94.227.146,6
647,1541358731.0747738,40,192.168.86.40,52.94.227.146,6
648,1541358731.074482,40,192.168.86.40,52.94.227.146,6
649,1541358731.0742397,40,192.168.86.40,52.94.227.146,6
650,1541358731.073991,40,192.168.86.40,52.94.227.146,6
651,1541358731.0736923,40,192.168.86.40,52.94.227.146,6
652,1541358731.0734408,40,192.168.86.40,52.94.227.146,6
653,1541358731.0731294,655,52.94.227.146,192.168.86.40,6
654,1541358731.0728092,1500,52.94.227.146,192.168.86.40,6
655,1541358731.0725021,1500,52.94.227.146,192.168.86.40,6
656,1541358731.0721958,1500,52.94.227.146,192.168.86.40,6
657,1541358731.071887,1500,52.94.227.146,192.168.86.40,6
658,1541358731.071576,1500,52.94.227.146,192.168.86.40,6
659,1541358731.071325,40,192.168.86.40,52.94.227.146,6
660,1541358731.0710788,40,192.168.86.40,52.94.227.146,6
661,1541358731.0707724,40,192.168.86.40,52.94.227.146,6
662,1541358731.0705252,40,192.168.86.40,52.94.227.146,6
663,1541358731.070229,40,192.168.86.40,52.94.227.146,6
664,1541358731.0699782,40,192.168.86.40,52.94.227.146,6
665,1541358731.06973,40,192.168.86.40,52.94.227.146,6
666,1541358731.0694442,40,192.168.86.40,52.94.227.146,6
667,1541358731.0691366,1500,52.94.227.146,192.168.86.40,6
668,1541358731.0688186,1500,52.94.227.146,192.168.86.40,6
669,1541358731.0685046,1500,52.94.227.146,192.168.86.40,6
670,1541358731.0681927,1500,52.94.227.146,192.168.86.40,6
671,1541358731.0678678,1500,52.94.227.146,192.168.86.40,6
672,1541358731.067559,1500,52.94.227.146,192.168.86.40,6
673,1541358731.067249,1500,52.94.227.146,192.168.86.40,6
674,1541358731.0669377,1500,52.94.227.146,192.168.86.40,6
675,1541358731.0666568,40,54.239.29.0,192.168.86.40,6
676,1541358731.0664053,40,192.168.86.40,54.239.29.0,6
677,1541358731.066125,40,54.239.29.0,192.168.86.40,6
678,1541358731.0658712,40,192.168.86.40,54.239.29.0,6
679,1541358731.0655472,71,192.168.86.40,54.239.29.0,6
680,1541358731.0651467,405,54.239.29.0,192.168.86.40,6
681,1541358731.0648673,40,54.239.29.0,192.168.86.40,6
682,1541358731.06453,794,192.168.86.40,54.239.29.0,6
683,1541358731.0642462,40,54.239.29.0,192.168.86.40,6
684,1541358731.0639985,40,192.168.86.40,54.239.29.0,6
685,1541358731.0637028,91,192.168.86.40,54.239.29.0,6
686,1541358731.0634575,40,192.168.86.40,54.239.29.0,6
687,1541358731.0632079,40,192.168.86.40,54.239.29.0,6
688,1541358731.0629184,40,54.239.29.0,192.168.86.40,6
689,1541358731.0626364,40,54.239.29.0,192.168.86.40,6
690,1541358731.0623362,177,54.239.29.0,192.168.86.40,6
691,1541358731.062036,298,192.168.86.40,54.239.29.0,6
692,1541358731.0617774,40,192.168.86.40,54.239.29.0,6
693,1541358731.0615158,52,54.239.29.0,192.168.86.40,6
694,1541358731.0612626,40,192.168.86.40,52.94.227.146,6
695,1541358731.0609848,40,52.94.227.146,192.168.86.40,6
696,1541358731.0606964,40,52.94.227.146,192.168.86.40,6
697,1541358731.06042,60,192.168.86.40,54.239.29.0,6
698,1541358731.0600111,699,52.94.227.146,192.168.86.40,6
699,1541358731.0597267,40,52.94.227.146,192.168.86.40,6
700,1541358731.0594168,78,192.168.86.40,52.94.227.146,6
701,1541358731.0591104,122,192.168.86.40,52.94.227.146,6
702,1541358731.058813,158,192.168.86.40,52.94.227.146,6
703,1541358731.0585334,40,52.94.227.146,192.168.86.40,6
704,1541358731.058229,420,52.94.227.146,192.168.86.40,6
705,1541358731.0579214,158,192.168.86.40,52.94.227.146,6
706,1541358731.0575938,158,192.168.86.40,52.94.227.146,6
707,1541358731.057278,158,192.168.86.40,52.94.227.146,6
708,1541358731.0569825,40,52.94.227.146,192.168.86.40,6
709,1541358731.0566885,40,52.94.227.146,192.168.86.40,6
710,1541358731.0563812,40,52.94.227.146,192.168.86.40,6
711,1541358731.0560603,158,192.168.86.40,52.94.227.146,6
712,1541358731.0557559,40,52.94.227.146,192.168.86.40,6
713,1541358731.0554345,158,192.168.86.40,52.94.227.146,6
714,1541358731.0551066,158,192.168.86.40,52.94.227.146,6
715,1541358731.0547411,40,52.94.227.146,192.168.86.40,6
716,1541358731.0544152,158,192.168.86.40,52.94.227.146,6
717,1541358731.0541253,40,52.94.227.146,192.168.86.40,6
718,1541358731.0538337,40,52.94.227.146,192.168.86.40,6
719,1541358731.0535412,40,52.94.227.146,192.168.86.40,6
720,1541358731.0532086,158,192.168.86.40,52.94.227.146,6
721,1541358731.0528855,158,192.168.86.40,52.94.227.146,6
722,1541358731.0525012,158,192.168.86.40,52.94.227.146,6
723,1541358731.052113,158,192.168.86.40,52.94.227.146,6
724,1541358731.0518064,40,52.94.227.146,192.168.86.40,6
725,1541358731.0515203,40,52.94.227.146,192.168.86.40,6
726,1541358731.0512285,40,52.94.227.146,192.168.86.40,6
727,1541358731.0509331,40,52.94.227.146,192.168.86.40,6
728,1541358731.05062,158,192.168.86.40,52.94.227.146,6
729,1541358731.0503054,158,192.168.86.40,52.94.227.146,6
730,1541358731.049985,158,192.168.86.40,52.94.227.146,6
731,1541358731.049675,40,52.94.227.146,192.168.86.40,6
732,1541358731.0486877,158,192.168.86.40,52.94.227.146,6
733,1541358731.0483828,40,52.94.227.146,192.168.86.40,6
734,1541358731.048103,40,52.94.227.146,192.168.86.40,6
735,1541358731.0477972,158,192.168.86.40,52.94.227.146,6
736,1541358731.047507,40,52.94.227.146,192.168.86.40,6
737,1541358731.047206,158,192.168.86.40,52.94.227.146,6
738,1541358731.0468907,158,192.168.86.40,52.94.227.146,6
739,1541358731.0465856,40,52.94.227.146,192.168.86.40,6
740,1541358731.0462492,158,192.168.86.40,52.94.227.146,6
741,1541358731.045963,40,52.94.227.146,192.168.86.40,6
742,1541358731.0456803,40,52.94.227.146,192.168.86.40,6
743,1541358731.0453777,158,192.168.86.40,52.94.227.146,6
744,1541358731.0450904,40,52.94.227.146,192.168.86.40,6
745,1541358731.044744,158,192.168.86.40,52.94.227.146,6
746,1541358731.0444322,158,192.168.86.40,52.94.227.146,6
747,1541358731.044123,158,192.168.86.40,52.94.227.146,6
748,1541358731.0438166,158,192.168.86.40,52.94.227.146,6
749,1541358731.0434802,40,52.94.227.146,192.168.86.40,6
750,1541358731.0432029,40,52.94.227.146,192.168.86.40,6
751,1541358731.042922,40,52.94.227.146,192.168.86.40,6
752,1541358731.042596,158,192.168.86.40,52.94.227.146,6
753,1541358731.0422914,158,192.168.86.40,52.94.227.146,6
754,1541358731.0419803,158,192.168.86.40,52.94.227.146,6
755,1541358731.0416903,40,52.94.227.146,192.168.86.40,6
756,1541358731.0413818,40,52.94.227.146,192.168.86.40,6
757,1541358731.0410802,40,52.94.227.146,192.168.86.40,6
758,1541358731.0407503,158,192.168.86.40,52.94.227.146,6
759,1541358731.0403922,158,192.168.86.40,52.94.227.146,6
760,1541358731.0400465,158,192.168.86.40,52.94.227.146,6
761,1541358731.0397258,158,192.168.86.40,52.94.227.146,6
762,1541358731.0394318,40,52.94.227.146,192.168.86.40,6
763,1541358731.0391371,40,52.94.227.146,192.168.86.40,6
764,1541358731.0388422,40,52.94.227.146,192.168.86.40,6
765,1541358731.03854,40,52.94.227.146,192.168.86.40,6
766,1541358731.0381587,158,192.168.86.40,52.94.227.146,6
767,1541358731.0378604,40,52.94.227.146,192.168.86.40,6
768,1541358731.0375373,40,52.94.227.146,192.168.86.40,6
769,1541358731.0372176,158,192.168.86.40,52.94.227.146,6
770,1541358731.036895,158,192.168.86.40,52.94.227.146,6
771,1541358731.0365512,158,192.168.86.40,52.94.227.146,6
772,1541358731.0362363,158,192.168.86.40,52.94.227.146,6
773,1541358731.035912,158,192.168.86.40,52.94.227.146,6
774,1541358731.0355942,158,192.168.86.40,52.94.227.146,6
775,1541358731.0352902,40,52.94.227.146,192.168.86.40,6
776,1541358731.0349739,158,192.168.86.40,52.94.227.146,6
777,1541358731.0346699,40,52.94.227.146,192.168.86.40,6
778,1541358731.0343513,40,52.94.227.146,192.168.86.40,6
779,1541358731.033919,40,52.94.227.146,192.168.86.40,6
780,1541358731.033592,40,52.94.227.146,192.168.86.40,6
781,1541358731.0332685,158,192.168.86.40,52.94.227.146,6
782,1541358731.0329409,158,192.168.86.40,52.94.227.146,6
783,1541358731.032534,158,192.168.86.40,52.94.227.146,6
784,1541358731.0321994,158,192.168.86.40,52.94.227.146,6
785,1541358731.0319066,40,52.94.227.146,192.168.86.40,6
786,1541358731.031594,40,52.94.227.146,192.168.86.40,6
787,1541358731.0313077,40,52.94.227.146,192.168.86.40,6
788,1541358731.0310197,40,52.94.227.146,192.168.86.40,6
789,1541358731.0307155,158,192.168.86.40,52.94.227.146,6
790,1541358731.030384,158,192.168.86.40,52.94.227.146,6
791,1541358731.0300589,158,192.168.86.40,52.94.227.146,6
792,1541358731.0297344,158,192.168.86.40,52.94.227.146,6
793,1541358731.0294263,40,52.94.227.146,192.168.86.40,6
794,1541358731.0291147,40,52.94.227.146,192.168.86.40,6
795,1541358731.0288124,40,52.94.227.146,192.168.86.40,6
796,1541358731.0284703,158,192.168.86.40,52.94.227.146,6
797,1541358731.0281596,158,192.168.86.40,52.94.227.146,6
798,1541358731.0278702,40,52.94.227.146,192.168.86.40,6
799,1541358731.0275424,158,192.168.86.40,52.94.227.146,6
800,1541358731.0271437,158,192.168.86.40,52.94.227.146,6
801,1541358731.0268533,40,52.94.227.146,192.168.86.40,6
802,1541358731.0265064,276,192.168.86.40,52.94.227.146,6
803,1541358731.0262098,40,52.94.227.146,192.168.86.40,6
804,1541358731.0258894,158,192.168.86.40,52.94.227.146,6
805,1541358731.025567,158,192.168.86.40,52.94.227.146,6
806,1541358731.0252748,40,52.94.227.146,192.168.86.40,6
807,1541358731.0249796,40,52.94.227.146,192.168.86.40,6
808,1541358731.024675,40,52.94.227.146,192.168.86.40,6
809,1541358731.0243716,40,52.94.227.146,192.168.86.40,6
810,1541358731.0240493,158,192.168.86.40,52.94.227.146,6
811,1541358731.0237224,158,192.168.86.40,52.94.227.146,6
812,1541358731.0233734,158,192.168.86.40,52.94.227.146,6
813,1541358731.0230284,512,192.168.86.40,52.94.227.146,6
814,1541358731.0226898,158,192.168.86.40,52.94.227.146,6
815,1541358731.0223596,40,52.94.227.146,192.168.86.40,6
816,1541358731.022045,40,52.94.227.146,192.168.86.40,6
817,1541358731.0216966,40,52.94.227.146,192.168.86.40,6
818,1541358731.021387,158,192.168.86.40,52.94.227.146,6
819,1541358731.0210824,158,192.168.86.40,52.94.227.146,6
820,1541358731.0207634,158,192.168.86.40,52.94.227.146,6
821,1541358731.020454,158,192.168.86.40,52.94.227.146,6
822,1541358731.0201495,158,192.168.86.40,52.94.227.146,6
823,1541358731.0198395,158,192.168.86.40,52.94.227.146,6
824,1541358731.0195537,40,52.94.227.146,192.168.86.40,6
825,1541358731.0192668,40,52.94.227.146,192.168.86.40,6
826,1541358731.0189404,158,192.168.86.40,52.94.227.146,6
827,1541358731.018632,158,192.168.86.40,52.94.227.146,6
828,1541358731.01834,40,52.94.227.146,192.168.86.40,6
829,1541358731.0180552,40,52.94.227.146,192.168.86.40,6
830,1541358731.017764,40,52.94.227.146,192.168.86.40,6
831,1541358731.0174499,158,192.168.86.40,52.94.227.146,6
832,1541358731.0171452,40,52.94.227.146,192.168.86.40,6
833,1541358731.0168214,158,192.168.86.40,52.94.227.146,6
834,1541358731.0164475,158,192.168.86.40,52.94.227.146,6
835,1541358731.0161188,40,52.94.227.146,192.168.86.40,6
836,1541358731.0158062,158,192.168.86.40,52.94.227.146,6
837,1541358731.0155218,40,52.94.227.146,192.168.86.40,6
838,1541358731.015228,40,52.94.227.146,192.168.86.40,6
839,1541358731.0149138,158,192.168.86.40,52.94.227.146,6
840,1541358731.0146136,40,52.94.227.146,192.168.86.40,6
841,1541358731.0142982,158,192.168.86.40,52.94.227.146,6
842,1541358731.0139875,158,192.168.86.40,52.94.227.146,6
843,1541358731.0136724,158,192.168.86.40,52.94.227.146,6
844,1541358731.0133727,40,52.94.227.146,192.168.86.40,6
845,1541358731.0130403,40,52.94.227.146,192.168.86.40,6
846,1541358731.0127375,40,52.94.227.146,192.168.86.40,6
847,1541358731.0124402,40,52.94.227.146,192.168.86.40,6
848,1541358731.0121126,158,192.168.86.40,52.94.227.146,6
849,1541358731.0117965,158,192.168.86.40,52.94.227.146,6
850,1541358731.0114503,158,192.168.86.40,52.94.227.146,6
851,1541358731.0110831,40,52.94.227.146,192.168.86.40,6
852,1541358731.0107605,158,192.168.86.40,52.94.227.146,6
853,1541358731.0104618,40,52.94.227.146,192.168.86.40,6
854,1541358731.01016,40,52.94.227.146,192.168.86.40,6
855,1541358731.0098271,158,192.168.86.40,52.94.227.146,6
856,1541358731.009502,40,52.94.227.146,192.168.86.40,6
857,1541358731.0091922,158,192.168.86.40,52.94.227.146,6
858,1541358731.0088677,158,192.168.86.40,52.94.227.146,6
859,1541358731.008548,40,52.94.227.146,192.168.86.40,6
860,1541358731.0081937,158,192.168.86.40,52.94.227.146,6
861,1541358731.0079,40,52.94.227.146,192.168.86.40,6
862,1541358731.0076005,40,52.94.227.146,192.168.86.40,6
863,1541358731.0072775,158,192.168.86.40,52.94.227.146,6
864,1541358731.0069702,40,52.94.227.146,192.168.86.40,6
865,1541358731.0066516,158,192.168.86.40,52.94.227.146,6
866,1541358731.0063312,158,192.168.86.40,52.94.227.146,6
867,1541358731.0060015,158,192.168.86.40,52.94.227.146,6
868,1541358731.0056355,40,52.94.227.146,192.168.86.40,6
869,1541358731.005327,40,52.94.227.146,192.168.86.40,6
870,1541358731.0050194,40,52.94.227.146,192.168.86.40,6
871,1541358731.0047154,40,52.94.227.146,192.168.86.40,6
872,1541358731.004399,158,192.168.86.40,52.94.227.146,6
873,1541358731.0040731,158,192.168.86.40,52.94.227.146,6
874,1541358731.0037408,158,192.168.86.40,52.94.227.146,6
875,1541358731.0034308,158,192.168.86.40,52.94.227.146,6
876,1541358731.0031404,40,52.94.227.146,192.168.86.40,6
877,1541358731.002817,158,192.168.86.40,52.94.227.146,6
878,1541358731.0025253,40,52.94.227.146,192.168.86.40,6
879,1541358731.0022116,158,192.168.86.40,52.94.227.146,6
880,1541358731.0018795,158,192.168.86.40,52.94.227.146,6
881,1541358731.0015457,158,192.168.86.40,52.94.227.146,6
882,1541358731.0012572,40,52.94.227.146,192.168.86.40,6
883,1541358731.000945,158,192.168.86.40,52.94.227.146,6
884,1541358731.000633,40,52.94.227.146,192.168.86.40,6
885,1541358731.0002563,158,192.168.86.40,52.94.227.146,6
886,1541358730.9999256,158,192.168.86.40,52.94.227.146,6
887,1541358730.999612,158,192.168.86.40,52.94.227.146,6
888,1541358730.999326,40,52.94.227.146,192.168.86.40,6
889,1541358730.9990351,40,52.94.227.146,192.168.86.40,6
890,1541358730.9987235,158,192.168.86.40,52.94.227.146,6
891,1541358730.998375,158,192.168.86.40,52.94.227.146,6
892,1541358730.998064,158,192.168.86.40,52.94.227.146,6
893,1541358730.9977555,158,192.168.86.40,52.94.227.146,6
894,1541358730.9974637,40,52.94.227.146,192.168.86.40,6
895,1541358730.9971688,40,52.94.227.146,192.168.86.40,6
896,1541358730.996835,158,192.168.86.40,52.94.227.146,6
897,1541358730.9965224,158,192.168.86.40,52.94.227.146,6
898,1541358730.9962034,158,192.168.86.40,52.94.227.146,6
899,1541358730.9958863,158,192.168.86.40,52.94.227.146,6
900,1541358730.9955883,40,52.94.227.146,192.168.86.40,6
901,1541358730.995273,158,192.168.86.40,52.94.227.146,6
902,1541358730.9949195,40,52.94.227.146,192.168.86.40,6
903,1541358730.994612,158,192.168.86.40,52.94.227.146,6
